"REF_DATE","GEO","DGUID","Measures","Sex","Age group","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 5 to 11","Number of persons","Number","223","units","0","v1014027969","1.1.1.3.4","429600","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 5 to 11","Low 95% confidence interval, number of persons","Number","223","units","0","v1014027970","1.1.1.3.5","325100","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 5 to 11","High 95% confidence interval, number of persons","Number","223","units","0","v1014027971","1.1.1.3.6","567600","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","Percent","Percentage","242","units","0","v1014027972","1.1.1.4.1","15.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014027973","1.1.1.4.2","11.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014027974","1.1.1.4.3","20.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","Number of persons","Number","223","units","0","v1014027975","1.1.1.4.4","402000","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014027976","1.1.1.4.5","301900","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 12 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014027977","1.1.1.4.6","535300","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","Percent","Percentage","242","units","0","v1014027978","1.1.1.5.1","36.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014027979","1.1.1.5.2","33.5","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014027980","1.1.1.5.3","40.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","Number of persons","Number","223","units","0","v1014027981","1.1.1.5.4","8919000","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014027982","1.1.1.5.5","8100300","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014027983","1.1.1.5.6","9820500","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","Percent","Percentage","242","units","0","v1014027984","1.1.1.6.1","29.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","Low 95% confidence interval, percent","Percentage","242","units","0","v1014027985","1.1.1.6.2","25.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","High 95% confidence interval, percent","Percentage","242","units","0","v1014027986","1.1.1.6.3","34.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","Number of persons","Number","223","units","0","v1014027987","1.1.1.6.4","2849100","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1014027988","1.1.1.6.5","2397900","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1014027989","1.1.1.6.6","3385200","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","Percent","Percentage","242","units","0","v1014027990","1.1.1.7.1","41.4","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","Low 95% confidence interval, percent","Percentage","242","units","0","v1014027991","1.1.1.7.2","37.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","High 95% confidence interval, percent","Percentage","242","units","0","v1014027992","1.1.1.7.3","45.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","Number of persons","Number","223","units","0","v1014027993","1.1.1.7.4","4044200","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","Low 95% confidence interval, number of persons","Number","223","units","0","v1014027994","1.1.1.7.5","3686100","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 40 to 59","High 95% confidence interval, number of persons","Number","223","units","0","v1014027995","1.1.1.7.6","4437100","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","Percent","Percentage","242","units","0","v1014027996","1.1.1.8.1","41.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014027997","1.1.1.8.2","36.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014027998","1.1.1.8.3","46.0","","","","1"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","Number of persons","Number","223","units","0","v1014027999","1.1.1.8.4","2025700","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028000","1.1.1.8.5","1805100","","","","0"
"2009","Canada","2016A000011124","Overweight","Both sexes","Ages 60 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028001","1.1.1.8.6","2273300","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","Percent","Percentage","242","units","0","v1014028002","1.1.2.1.1","39.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028003","1.1.2.1.2","35.5","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028004","1.1.2.1.3","43.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","Number of persons","Number","223","units","0","v1014028005","1.1.2.1.4","5765800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028006","1.1.2.1.5","5187100","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028007","1.1.2.1.6","6409000","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","Percent","Percentage","242","units","0","v1014028008","1.1.2.2.1","17.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028009","1.1.2.2.2","13.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028010","1.1.2.2.3","22.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","Number of persons","Number","223","units","0","v1014028011","1.1.2.2.4","437000","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028012","1.1.2.2.5","330900","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028013","1.1.2.2.6","577200","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","Percent","Percentage","242","units","0","v1014028014","1.1.2.3.1","19.0","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028015","1.1.2.3.2","13.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","High 95% confidence interval, percent","Percentage","242","units","0","v1014028016","1.1.2.3.3","25.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","Number of persons","Number","223","units","0","v1014028017","1.1.2.3.4","210000","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028018","1.1.2.3.5","153900","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 5 to 11","High 95% confidence interval, number of persons","Number","223","units","0","v1014028019","1.1.2.3.6","286600","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","Percent","Percentage","242","units","0","v1014028020","1.1.2.4.1","16.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028021","1.1.2.4.2","11.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028022","1.1.2.4.3","23.4","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","Number of persons","Number","223","units","0","v1014028023","1.1.2.4.4","227000","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028024","1.1.2.4.5","152600","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 12 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028025","1.1.2.4.6","337700","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","Percent","Percentage","242","units","0","v1014028026","1.1.2.5.1","44.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028027","1.1.2.5.2","39.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028028","1.1.2.5.3","49.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","Number of persons","Number","223","units","0","v1014028029","1.1.2.5.4","5328800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028030","1.1.2.5.5","4758800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028031","1.1.2.5.6","5967100","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","Percent","Percentage","242","units","0","v1014028032","1.1.2.6.1","36.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028033","1.1.2.6.2","29.0","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","High 95% confidence interval, percent","Percentage","242","units","0","v1014028034","1.1.2.6.3","44.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","Number of persons","Number","223","units","0","v1014028035","1.1.2.6.4","1773500","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028036","1.1.2.6.5","1436800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1014028037","1.1.2.6.6","2189100","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","Percent","Percentage","242","units","0","v1014028038","1.1.2.7.1","51.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028039","1.1.2.7.2","46.4","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","High 95% confidence interval, percent","Percentage","242","units","0","v1014028040","1.1.2.7.3","57.3","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","Number of persons","Number","223","units","0","v1014028041","1.1.2.7.4","2515800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028042","1.1.2.7.5","2266700","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 40 to 59","High 95% confidence interval, number of persons","Number","223","units","0","v1014028043","1.1.2.7.6","2792200","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","Percent","Percentage","242","units","0","v1014028044","1.1.2.8.1","44.3","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028045","1.1.2.8.2","39.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028046","1.1.2.8.3","49.5","","","","1"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","Number of persons","Number","223","units","0","v1014028047","1.1.2.8.4","1039400","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028048","1.1.2.8.5","928800","","","","0"
"2009","Canada","2016A000011124","Overweight","Males","Ages 60 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028049","1.1.2.8.6","1163200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","Percent","Percentage","242","units","0","v1014028050","1.1.3.1.1","27.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028051","1.1.3.1.2","24.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028052","1.1.3.1.3","30.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","Number of persons","Number","223","units","0","v1014028053","1.1.3.1.4","3984800","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028054","1.1.3.1.5","3562100","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028055","1.1.3.1.6","4457600","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","Percent","Percentage","242","units","0","v1014028056","1.1.3.2.1","17.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028057","1.1.3.2.2","13.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028058","1.1.3.2.3","22.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","Number of persons","Number","223","units","0","v1014028059","1.1.3.2.4","394600","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028060","1.1.3.2.5","316500","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028061","1.1.3.2.6","492000","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","Percent","Percentage","242","units","0","v1014028062","1.1.3.3.1","20.6","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028063","1.1.3.3.2","15.3","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","High 95% confidence interval, percent","Percentage","242","units","0","v1014028064","1.1.3.3.3","27.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","Number of persons","Number","223","units","0","v1014028065","1.1.3.3.4","219600","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028066","1.1.3.3.5","164500","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 5 to 11","High 95% confidence interval, number of persons","Number","223","units","0","v1014028067","1.1.3.3.6","293200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","Percent","Percentage","242","units","0","v1014028068","1.1.3.4.1","14.9","E","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028069","1.1.3.4.2","10.2","E","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028070","1.1.3.4.3","21.2","E","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","Number of persons","Number","223","units","0","v1014028071","1.1.3.4.4","175000","E","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028072","1.1.3.4.5","123800","E","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 12 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028073","1.1.3.4.6","247400","E","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","Percent","Percentage","242","units","0","v1014028074","1.1.3.5.1","29.5","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028075","1.1.3.5.2","26.4","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028076","1.1.3.5.3","32.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","Number of persons","Number","223","units","0","v1014028077","1.1.3.5.4","3590200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028078","1.1.3.5.5","3194200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028079","1.1.3.5.6","4035300","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","Percent","Percentage","242","units","0","v1014028080","1.1.3.6.1","22.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028081","1.1.3.6.2","17.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","High 95% confidence interval, percent","Percentage","242","units","0","v1014028082","1.1.3.6.3","29.8","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","Number of persons","Number","223","units","0","v1014028083","1.1.3.6.4","1075600","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028084","1.1.3.6.5","805100","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1014028085","1.1.3.6.6","1437000","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","Percent","Percentage","242","units","0","v1014028086","1.1.3.7.1","31.1","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028087","1.1.3.7.2","26.9","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","High 95% confidence interval, percent","Percentage","242","units","0","v1014028088","1.1.3.7.3","35.7","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","Number of persons","Number","223","units","0","v1014028089","1.1.3.7.4","1528400","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028090","1.1.3.7.5","1325200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 40 to 59","High 95% confidence interval, number of persons","Number","223","units","0","v1014028091","1.1.3.7.6","1762800","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","Percent","Percentage","242","units","0","v1014028092","1.1.3.8.1","38.4","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028093","1.1.3.8.2","33.2","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028094","1.1.3.8.3","44.0","","","","1"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","Number of persons","Number","223","units","0","v1014028095","1.1.3.8.4","986200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028096","1.1.3.8.5","852200","","","","0"
"2009","Canada","2016A000011124","Overweight","Females","Ages 60 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028097","1.1.3.8.6","1141200","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","Percent","Percentage","242","units","0","v1014028098","1.2.1.1.1","22.4","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028099","1.2.1.1.2","19.4","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","High 95% confidence interval, percent","Percentage","242","units","0","v1014028100","1.2.1.1.3","25.6","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","Number of persons","Number","223","units","0","v1014028101","1.2.1.1.4","6479500","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028102","1.2.1.1.5","5627400","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1014028103","1.2.1.1.6","7460600","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","Percent","Percentage","242","units","0","v1014028104","1.2.1.2.1","14.3","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028105","1.2.1.2.2","11.5","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028106","1.2.1.2.3","17.5","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","Number of persons","Number","223","units","0","v1014028107","1.2.1.2.4","670600","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028108","1.2.1.2.5","551000","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028109","1.2.1.2.6","816100","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","Percent","Percentage","242","units","0","v1014028110","1.2.1.3.1","13.1","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028111","1.2.1.3.2","10.7","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","High 95% confidence interval, percent","Percentage","242","units","0","v1014028112","1.2.1.3.3","15.9","","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","Number of persons","Number","223","units","0","v1014028113","1.2.1.3.4","283800","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028114","1.2.1.3.5","233800","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 5 to 11","High 95% confidence interval, number of persons","Number","223","units","0","v1014028115","1.2.1.3.6","344600","","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","Percent","Percentage","242","units","0","v1014028116","1.2.1.4.1","15.3","E","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","Low 95% confidence interval, percent","Percentage","242","units","0","v1014028117","1.2.1.4.2","9.8","E","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","High 95% confidence interval, percent","Percentage","242","units","0","v1014028118","1.2.1.4.3","23.0","E","","","1"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","Number of persons","Number","223","units","0","v1014028119","1.2.1.4.4","386700","E","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1014028120","1.2.1.4.5","258500","E","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 12 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1014028121","1.2.1.4.6","578400","E","","","0"
"2009","Canada","2016A000011124","Obese","Both sexes","Ages 18 to 79","Percent","Percentage","242","units","0","v1014028122","1.2.1.5.1","23.9","","","","1"
